,squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
199,28597,93,0,0,47,16237,3,9,1990,0,0,4492,270,714,0,8,2863386.0
485,90842,60,1,1,25,25975,3,6,1995,0,0,3501,8720,152,0,5,9092168.5
6083,41681,12,1,1,85,68280,1,1,2021,0,0,7883,8257,663,0,10,4173046.1
8956,93650,7,1,1,83,35653,4,3,2005,0,0,9158,372,780,1,7,9375981.5
455,22232,24,0,1,52,20211,5,9,2005,1,1,135,1819,882,1,8,2230267.5
9798,61361,13,0,0,39,95025,9,2,1992,0,1,5144,4079,703,0,5,6138782.2
8826,60249,80,1,1,48,90909,7,1,1994,1,0,8112,9032,175,0,1,6034593.4
6515,13814,46,1,0,97,48615,5,2,2007,0,0,4772,2443,598,0,9,1388629.7
1721,96151,75,1,1,100,77044,4,3,1993,0,0,481,9967,224,0,0,9629194.3
7050,31492,64,0,0,28,57281,4,5,2020,0,0,2546,1902,475,0,4,3149910.0
6382,66283,39,0,1,95,81648,3,2,2008,0,1,9947,5544,280,0,5,6640110.8
8165,46445,85,1,1,22,82904,5,5,2011,0,0,5873,2599,772,0,6,4648828.1
5767,70210,48,1,0,56,31261,9,9,2021,1,0,8937,8411,345,0,1,7025129.1
5809,68772,98,0,1,98,45826,9,5,2018,1,1,1631,982,821,0,9,6885105.8
4626,53857,91,1,0,49,77898,9,9,1993,0,0,3249,6461,435,1,0,5393354.3
862,34220,50,1,1,33,30858,3,3,1996,1,1,5942,6266,976,1,1,3430761.6
2094,1863,61,1,1,81,40624,3,10,2000,1,1,7113,8,298,0,1,197006.0
947,11192,18,1,1,100,80973,8,10,2005,0,0,7138,2283,824,1,9,1129884.5
5641,83512,8,1,1,45,49353,10,6,2005,0,1,6862,414,225,0,8,8358211.5
1444,72570,98,0,0,97,33740,5,5,2014,1,1,9856,5766,874,0,8,7260082.4
1280,3479,15,0,0,21,10072,9,6,2016,1,0,6261,5616,484,1,2,349192.6
3110,16806,10,1,0,19,32348,5,6,1998,0,1,5645,2749,997,0,0,1686882.8
8952,77339,85,1,0,33,73371,1,6,1996,0,1,1266,8952,139,0,6,7736919.6
7609,43108,91,1,1,48,32676,6,3,1996,1,1,1750,2078,294,1,3,4317950.6
5135,54919,13,1,0,15,61049,7,3,1996,1,0,4870,2998,647,1,0,5497882.6
3016,13309,20,1,0,73,56261,6,8,2004,1,0,1620,7675,843,0,5,1337541.4
2302,41371,14,0,0,64,14407,5,1,2013,0,0,605,2442,458,1,1,4139663.3
2004,22875,86,1,0,95,8661,5,7,1994,0,0,6394,2119,542,0,7,2295511.4
4580,54386,93,0,0,95,17231,1,7,1996,1,1,9560,7926,665,0,4,5448084.6
8704,34689,100,1,0,85,54072,6,10,2000,1,1,5166,4262,821,1,7,3474451.0
1005,93564,16,1,1,66,13427,4,10,2019,1,1,4952,1906,325,1,3,9370487.9
5138,31433,31,1,1,6,99374,6,5,2016,0,1,2568,2822,145,1,7,3152681.6
4317,41343,79,0,0,60,9768,4,10,1991,0,1,8819,242,860,0,4,4136639.1
6558,1575,80,1,1,17,89846,10,8,2016,0,0,5798,2548,277,0,5,163475.6
4387,7759,41,1,1,16,83679,10,3,1998,1,1,7295,4497,955,0,7,782731.8
2132,92698,19,1,0,28,75398,6,9,2006,0,0,6673,8726,275,1,3,9274536.6
4265,26390,66,1,0,11,61725,4,8,1992,0,1,9319,324,554,0,2,2644436.2
2057,17847,85,1,1,15,49213,8,4,2010,1,0,5249,4186,782,1,1,1790044.0
5386,26230,91,1,1,21,3120,3,6,2005,1,1,4570,2280,474,0,0,2630871.5
229,63631,84,1,0,12,31269,6,10,2000,0,0,239,1952,411,1,4,6369055.0
2889,33065,15,1,1,22,66295,10,3,1998,1,0,733,8245,305,0,10,3314847.8
4472,966,71,0,1,85,10121,9,8,1997,1,1,8735,9362,744,0,7,106121.7
6064,69810,37,0,1,67,50185,2,4,2003,0,1,8612,5822,477,1,6,6986464.3
7924,67625,42,1,0,84,13291,7,8,2013,1,1,201,5060,278,1,6,6771896.3
7649,44524,21,1,0,47,19835,4,6,2011,0,0,2638,6133,181,1,0,4458898.1
8381,27918,42,0,1,71,88907,6,1,2016,0,1,6322,3500,222,0,2,2798713.6
209,80324,47,1,1,7,20394,3,2,1993,1,1,325,3203,109,0,9,8039714.3
2758,10745,86,1,0,14,42903,9,4,1995,1,1,8212,4181,338,0,9,1080749.5
8471,47148,37,0,1,78,27736,7,6,2013,1,1,2426,1132,662,1,1,4721381.3
2948,70751,87,1,0,93,74896,10,8,2003,0,1,4567,2319,721,0,7,7084089.3
7116,5670,52,0,0,56,18030,2,8,1994,0,0,882,4726,814,1,3,570043.4
6330,66258,9,1,1,84,52280,9,10,2015,1,0,376,1581,428,0,2,6637330.5
1728,82953,36,0,0,94,10967,5,1,1992,1,0,9535,9545,634,1,2,8301213.2
4176,64674,56,1,0,17,62893,2,9,1992,1,0,7818,7858,828,0,5,6472604.2
337,94939,46,1,1,48,55155,9,10,2009,1,0,9164,9600,351,1,7,9503765.9
4984,47542,75,1,1,40,5997,4,4,1996,0,1,3378,9450,699,1,9,4764418.6
6878,81814,2,1,0,7,50931,5,8,2016,1,1,7677,1896,864,0,5,8184989.6
7248,12922,83,1,0,34,17345,6,10,2017,0,1,6376,4241,757,1,9,1296979.7
8452,31601,70,0,0,35,63409,6,1,2018,1,1,6203,6654,678,0,4,3163556.8
1226,27197,43,1,1,91,79478,1,1,2021,1,1,9484,3186,740,0,7,2727914.1
7608,88906,97,1,1,42,46526,1,9,1999,0,0,4179,4164,674,1,3,8900096.9
6827,14386,43,1,1,87,95013,9,1,2007,0,1,3837,3081,127,1,10,1448793.7
3540,75571,63,1,0,47,73629,7,5,2009,1,0,436,5256,838,0,0,7562964.9
5868,34826,55,1,0,2,95710,9,2,2011,1,0,6494,3875,129,0,1,3488059.1
2111,7517,20,1,0,59,4423,2,7,2004,1,1,1063,1542,456,0,2,756764.4
2691,93952,63,1,1,10,97260,8,2,2015,1,1,8302,4408,910,0,2,9403674.5
7153,79786,89,1,1,87,87424,10,10,1990,1,1,4178,7083,151,0,8,7991735.0
3707,49820,15,0,1,38,2626,8,9,1996,1,0,5914,6127,575,1,5,4987130.6
1017,21370,67,0,1,67,11,8,8,1999,0,0,3278,3563,767,0,4,2142261.9
8511,52887,86,0,1,30,7597,2,6,1996,0,1,840,5208,668,1,4,5292579.6
2807,46478,6,1,1,31,62647,2,2,2003,0,1,1813,354,916,0,7,4657996.3
5015,70544,4,0,0,11,55656,10,6,2002,1,0,5701,886,322,1,6,7055619.2
1928,46735,54,1,1,28,74206,6,10,2014,1,1,930,2111,218,1,7,4682390.4
350,19649,11,0,1,83,87255,4,4,1999,1,0,595,6282,795,1,2,1970018.9
5173,9423,51,0,0,56,66180,1,9,2010,0,0,2142,6254,926,0,9,944455.0
4192,54907,91,0,0,64,83482,10,8,2002,1,1,5840,5680,863,0,8,5496088.2
1934,31616,59,0,1,35,28454,4,7,2008,0,1,4466,5674,790,1,10,3166791.8
6901,54250,57,1,0,23,95592,6,10,2011,1,0,9177,5278,802,0,1,5431886.1
4823,63953,67,0,1,25,70757,2,7,2004,0,1,6537,7924,638,1,4,6400710.4
564,69319,38,0,0,89,39675,1,1,2019,0,0,1787,1635,731,0,8,6936067.9
1582,13559,59,0,1,100,49700,2,5,1990,0,1,8510,4428,186,1,7,1359893.0
4694,49031,87,1,1,62,80837,1,2,2016,1,0,1800,4755,723,1,5,4914589.6
2175,18684,79,1,0,42,12905,8,7,1990,0,0,501,6964,897,0,6,1877347.0
7028,25745,70,0,1,53,41005,10,7,2020,0,1,8242,9291,457,1,2,2583236.0
4880,69722,83,0,0,14,63847,1,4,2002,0,0,1167,1698,192,0,7,6972996.2
2228,5801,42,1,0,74,46764,5,1,2006,0,0,8627,7206,857,1,8,587160.6
1115,24052,85,1,1,6,82201,3,6,2005,0,1,7850,636,990,1,3,2410520.5
3126,3452,7,0,1,76,62688,8,8,2001,0,0,6823,9422,106,0,1,355370.1
3544,77855,59,1,1,100,72648,2,7,2018,1,0,2800,7871,872,0,2,7797856.8
5048,54484,38,1,0,76,48548,8,6,2011,1,0,9399,618,838,0,6,5456741.1
7476,44240,11,1,1,26,91992,5,2,2009,0,1,906,5148,392,0,8,4432732.9
821,31113,93,1,1,93,79608,10,2,2020,0,1,891,7228,414,0,10,3122972.0
6532,31054,55,0,0,44,78974,1,5,1994,0,0,7568,283,582,0,9,3108729.4
2272,13898,96,0,0,41,2434,5,1,2007,1,1,1816,4036,534,1,1,1393356.7
5545,34796,74,1,0,47,55362,1,9,2001,1,1,9407,9680,776,1,6,3483606.1
81,77579,69,1,1,97,88798,6,1,1999,1,0,4850,5648,144,1,8,7767797.9
1323,73717,72,1,1,39,93032,3,9,2017,1,1,2569,3531,449,0,9,7380635.7
9405,6127,7,1,0,77,39323,9,2,2013,0,1,8266,3652,217,1,0,620272.3
1614,27444,22,1,1,46,9031,4,2,2010,0,1,1426,8836,123,1,4,2757164.0
831,33185,28,0,1,60,37437,5,8,1998,0,0,6398,2111,437,0,8,3325883.8
3883,82819,12,0,1,86,45481,3,2,2005,1,0,1630,853,946,0,10,8293339.5
8641,57806,49,1,1,47,2842,6,1,2001,1,1,1667,5564,431,0,1,5790410.1
4464,17114,17,1,0,28,24388,3,6,2021,1,1,8327,911,668,1,0,1714461.1
5339,17167,90,0,1,60,27107,3,3,2004,1,0,9477,7933,757,0,6,1722105.4
8066,59316,25,0,0,64,50311,1,4,2008,1,1,7700,5478,818,0,9,5933722.8
1649,68188,23,0,1,48,26178,4,6,2012,0,1,9355,7231,249,0,10,6828051.2
4065,51408,58,0,0,84,61883,4,10,2017,0,0,7578,7475,614,0,2,5148173.7
9665,84952,13,0,0,85,40406,4,10,2018,0,0,448,7902,241,0,9,8503506.8
3038,5375,33,1,1,58,4817,10,3,2010,0,0,2524,7106,120,0,3,550909.0
3320,39097,32,0,1,18,96256,4,6,2011,1,0,5244,6754,932,0,1,3915258.1
7143,59751,49,1,1,66,26740,3,4,1999,0,1,7799,8379,836,1,1,5988688.9
6889,75598,30,1,1,29,8947,10,2,2021,1,1,506,5618,771,0,0,7568656.1
5092,33267,84,0,0,68,35693,1,6,2018,1,0,2950,8565,631,0,0,3329395.8
3720,31308,56,0,1,73,91211,8,3,1991,1,0,4485,6205,223,1,4,3138606.1
2423,32282,85,1,0,9,24438,10,7,2008,0,1,8348,7414,944,1,6,3231758.8
749,95762,64,1,0,63,24349,10,10,2004,0,1,5198,6277,882,1,2,9583086.4
5271,52899,33,0,1,54,17777,9,3,2006,0,1,2001,6340,613,0,1,5297388.6
2373,2226,73,1,0,4,12842,3,5,2000,0,1,4784,3327,711,1,3,224310.0
4693,86452,12,0,1,76,53882,6,1,1997,1,1,9096,2443,684,1,9,8657353.7
9879,77654,89,1,1,41,78742,3,6,2007,1,0,7929,829,455,1,9,7773631.7
8370,34838,45,1,1,95,62275,3,8,2012,0,1,127,8233,132,1,2,3490058.2
7319,45939,54,0,0,5,2164,2,6,1994,1,1,7483,4789,354,0,4,4594654.4
4368,89724,41,1,1,79,33629,3,4,2009,0,0,4737,4438,734,0,0,8985657.9
6785,39742,30,0,0,40,80417,2,5,1994,1,0,2804,347,710,1,9,3977539.4
7401,96867,69,1,1,2,25281,5,8,1993,1,0,8715,3142,377,0,6,9695169.3
1139,88642,66,0,0,83,62361,7,3,2001,0,0,2366,8134,950,1,4,8872635.1
7631,69394,99,1,1,39,22367,4,9,1992,0,0,2732,2075,397,1,4,6948330.2
2231,73885,47,0,1,31,33591,8,7,2019,1,0,6657,7384,562,0,9,7393278.9
2164,84431,72,0,0,35,91450,4,6,1996,1,0,3882,2460,727,0,5,8445624.6
5217,14635,58,0,0,82,76291,4,8,1997,0,0,6425,3653,465,1,2,1471115.7
9444,92256,32,0,1,35,73315,10,1,2014,0,1,8875,570,582,0,1,9231273.4
9237,78453,28,1,1,83,48638,9,5,1997,1,0,6247,8873,776,0,7,7859262.7
4561,83817,62,0,1,60,27912,7,2,2005,0,0,1130,1360,835,0,8,8390712.5
1570,31609,97,1,1,15,5952,9,1,1994,1,0,2134,2101,174,1,3,3169821.4
172,25052,88,0,0,94,1083,8,6,2020,0,1,718,6346,703,0,10,2515214.0
7163,36122,20,1,1,7,21376,2,9,1996,0,1,3511,6059,195,0,3,3622538.6
2087,75689,19,0,0,32,21846,1,2,2006,1,0,6914,228,581,0,0,7571270.6
4667,75645,51,1,0,64,89555,2,4,2009,1,0,8361,9708,673,0,7,7571223.9
4565,81645,95,1,1,37,5500,10,2,2013,1,1,6166,9091,630,0,6,8174644.3
7089,31209,63,1,0,23,21208,3,9,2008,0,0,2215,8146,439,1,10,3125990.8
6569,81783,82,1,1,26,12296,4,4,2014,0,1,1530,7455,175,0,7,8186131.4
4783,38454,8,1,0,6,17811,1,6,1990,1,1,3909,692,297,0,10,3848412.0
2684,25972,7,1,1,98,81846,10,8,1996,1,0,5998,3426,815,1,4,2605855.6
1832,32476,14,1,0,32,85745,5,6,2006,0,0,7818,661,900,0,8,3251348.6
8546,58980,67,1,1,82,86935,2,1,2004,0,0,4627,6059,452,1,8,5914784.4
5065,24278,59,0,0,60,88950,1,8,2000,0,1,6038,3508,673,1,5,2430050.0
9130,73021,10,1,0,76,78549,1,2,2002,0,0,5032,7767,813,0,4,7311448.2
9355,70293,99,0,1,80,73160,3,1,2011,1,0,395,175,829,1,8,7035614.1
4412,15534,19,0,1,23,58220,1,10,1995,0,0,7503,9157,728,1,3,1556351.5
7207,62366,36,0,0,41,66682,7,5,2020,1,0,7835,2613,178,1,8,6240017.0
9890,36417,32,1,1,85,92953,3,8,2017,1,0,2209,8157,688,1,10,3652839.7
834,23164,79,0,0,76,59854,1,10,1992,1,1,1132,4213,519,0,4,2322369.2
6821,7888,47,0,1,90,65508,3,10,2004,0,0,9789,1254,513,1,1,794180.4
3781,79361,12,1,1,19,7785,5,10,2009,1,0,713,4568,507,1,2,7946598.9
9012,68825,4,1,1,13,46478,2,9,1995,1,1,7692,6368,950,0,3,6888057.5
7499,46525,14,1,1,66,48097,6,10,1999,0,1,8748,9734,496,1,7,4662730.9
3424,4009,37,1,0,74,64898,4,9,2005,0,0,2551,1820,847,1,4,406778.5
65,36496,9,0,1,47,51526,5,1,2017,0,1,2768,6291,230,1,0,3656368.7
2963,72109,81,1,0,41,68214,5,8,1995,0,1,7934,1567,446,0,8,7220099.5
5669,87683,53,0,1,57,30308,3,3,1993,1,0,1759,1003,850,1,7,8774909.3
8962,19440,38,1,0,51,59267,3,10,2020,1,0,1798,861,588,1,6,1951851.0
354,67020,71,1,1,38,64361,4,7,2015,0,0,3647,997,640,0,1,6711051.5
8171,80475,66,0,0,78,44342,8,3,1992,0,0,7862,5191,571,0,7,8051999.2
4030,93733,81,1,1,4,9963,4,8,1993,0,1,4804,8958,701,0,8,9378278.3
8534,43912,67,0,0,88,3953,10,7,1990,1,1,9333,843,944,0,3,4396083.0
3651,46771,18,0,0,95,98244,7,4,2001,0,1,2692,5702,822,1,1,4687350.1
6739,97684,45,0,0,93,54887,8,6,2016,0,1,9925,9593,443,1,0,9772177.6
3297,53894,15,1,0,58,28197,9,2,2019,1,1,2037,3841,275,0,3,5396620.9
4127,21667,88,1,1,53,19300,1,4,2017,1,0,9087,7089,914,0,3,2175975.7
8043,17508,41,1,0,55,57234,5,4,2000,0,0,767,5890,958,1,4,1757843.0
4767,57865,2,0,0,30,79052,5,10,2018,0,1,6981,8019,147,0,0,5788561.8
472,28467,98,1,1,70,90596,7,6,2019,0,0,4314,9569,658,1,10,2855561.9
3761,21136,17,1,0,97,96877,9,8,2013,0,0,2601,2765,252,1,5,2124234.3
8617,14447,69,1,0,94,42206,3,9,1991,1,1,7976,8465,850,0,4,1458693.1
3566,18603,8,1,1,5,78155,6,4,2017,1,0,4908,1445,724,1,5,1871116.7
2760,35930,95,0,1,27,69358,10,3,2012,1,0,4611,4419,470,0,0,3598810.2
868,97544,65,0,0,72,74577,2,2,2014,1,1,3458,4609,195,1,5,9760573.4
9382,82469,2,1,0,66,83852,6,6,2009,1,0,7623,8861,186,1,5,8252420.9
8688,76074,20,1,0,72,7973,3,2,1995,0,1,9387,2557,670,0,4,7614603.5
4052,99031,2,1,0,13,80361,2,2,2001,0,0,1396,7002,339,1,1,9908496.1
6130,9333,96,1,1,9,95132,5,1,2005,1,1,4842,4625,335,1,1,939398.5
3244,28195,80,0,0,80,8040,1,6,1995,0,0,1274,5675,984,1,5,2826549.5
4842,26348,37,0,1,89,18731,3,2,1990,0,0,628,5840,756,0,0,2641767.0
9330,43667,43,1,0,81,64504,9,4,1993,0,0,1829,6224,162,1,3,4376408.3
5640,75296,30,1,0,76,91673,2,1,2015,0,1,7837,4496,422,1,9,7535664.5
5780,925,16,1,0,51,86372,7,4,1998,1,0,1388,727,985,1,2,97785.8
8540,38375,95,1,0,21,81613,2,5,2002,1,0,1686,2564,168,0,7,3840731.2
1075,2877,19,1,0,83,83334,1,4,1995,0,1,6884,4604,653,1,4,296378.5
2957,90562,47,1,1,7,84443,9,1,2002,1,0,2562,8224,580,0,4,9066552.2
6752,72938,11,1,0,15,19597,5,4,2007,1,0,8905,7094,507,1,6,7299819.7
8657,95063,89,0,1,32,96709,1,6,1991,1,1,1284,2651,983,1,3,9511106.1
7272,97428,2,1,0,76,7983,9,7,2009,1,1,2064,8068,832,0,3,9750656.9
4759,52785,13,0,1,61,8415,9,2,2004,0,1,1207,126,833,1,3,5286382.4
4862,51579,37,0,1,6,36822,3,8,2019,0,0,1328,5510,636,0,4,5161447.9
7025,72365,58,1,1,79,26962,2,10,2013,0,1,5829,7145,984,1,8,7248658.3
7647,5399,72,0,0,14,71012,5,8,2002,0,0,6996,1230,155,0,10,541400.2
7161,27423,47,0,0,45,75443,2,4,2020,0,0,8676,3994,275,1,8,2744762.0
73,59972,28,0,1,18,32083,9,8,2021,1,1,8384,7226,226,1,4,6000826.1
4901,45985,33,0,0,83,14302,1,1,2008,1,1,9524,8230,986,1,7,4604960.8
4375,23009,41,0,0,71,6742,7,8,2018,1,0,1541,8813,674,1,1,2308112.8
6698,68925,98,1,1,93,95854,8,8,1991,0,0,8068,5842,328,0,4,6906463.1
9805,15662,41,1,0,28,47097,4,9,2008,1,1,6439,765,791,1,7,1573827.8
1101,389,28,0,1,34,47643,9,7,2000,1,0,3187,6618,294,0,9,43545.0
9537,58938,83,1,1,64,51038,5,4,1996,0,0,5690,1146,738,0,9,5905161.6
7655,97125,55,0,0,77,47825,5,9,1991,1,0,6145,6235,132,0,6,9717846.1
5235,93409,38,0,0,9,66064,4,6,2013,1,0,7980,7771,622,1,2,9342104.3
5165,67974,48,0,0,2,58221,1,7,2021,0,0,6054,166,788,0,4,6797812.1
118,45441,29,1,0,66,21239,3,5,2004,0,1,8121,2996,853,0,6,4552319.4
2022,55429,85,0,1,16,49044,2,4,2011,1,1,4549,1165,130,0,9,5547619.1
9885,74139,11,1,0,18,24641,9,3,1992,0,0,1076,1403,257,1,9,7417297.2
2638,64269,77,0,0,26,33938,2,2,2000,0,0,5225,47,606,1,9,6428786.0
2034,14598,12,0,1,2,63878,6,4,1990,1,1,6653,3037,150,0,3,1465055.0
2564,77359,88,1,0,71,2743,1,3,1990,1,0,7247,2999,199,1,6,7744185.0
8665,44304,3,0,1,6,40895,8,10,1992,1,1,5065,9117,218,0,10,4433938.2
3543,71527,3,1,1,24,68560,3,5,2008,1,1,7643,284,129,1,5,7159280.8
1219,89237,9,1,0,99,61909,3,5,2004,0,0,1129,8433,299,1,8,8935828.4
9714,84288,81,0,1,6,14770,7,5,1994,1,0,7310,717,489,1,5,8431708.4
6711,43496,89,1,1,30,80923,3,7,2011,0,0,8954,8088,705,0,2,4360682.1
2903,69421,45,0,1,9,51581,9,2,2014,1,0,8080,4985,665,1,9,6945284.4
3026,15517,54,0,0,27,47190,8,9,2001,0,0,7754,8916,991,1,4,1554406.1
2510,51474,68,1,1,27,28991,8,1,2000,0,1,8908,4796,999,0,3,5157614.0
4201,12555,8,1,1,55,73239,6,7,1993,1,1,123,4385,310,1,10,1265496.3
3207,67360,55,0,1,42,33564,3,8,2003,0,0,6775,4975,448,0,6,6742928.3
4489,64504,39,0,0,19,52578,7,9,2010,0,0,5126,7453,126,0,2,6451578.0
2755,95269,87,0,0,44,9922,6,8,2018,0,1,9071,692,755,0,2,9529625.8
8889,20869,86,1,0,84,74768,6,10,2011,1,0,7836,6015,440,0,6,2092339.1
177,85558,48,1,0,83,55318,2,9,2017,0,1,7997,655,374,1,0,8568781.7
1643,72820,87,0,0,69,91405,7,6,2008,0,0,6740,8697,849,1,1,7285517.8
9292,58871,78,0,0,60,6876,2,3,2000,0,1,8474,6584,327,0,8,5893000.0
3518,25316,99,1,0,17,22827,4,3,1999,1,0,5367,2275,541,0,3,2535882.9
1374,65822,70,0,0,88,67017,7,3,2006,0,1,5889,8548,396,0,5,6585590.6
1720,37656,7,0,0,87,83215,6,8,2000,0,0,3590,4798,703,0,2,3773756.0
3995,48736,97,1,1,89,86292,10,3,2014,0,0,167,6075,139,0,0,4885719.4
3688,23552,18,0,1,59,90732,2,6,2002,0,0,6849,2310,806,0,4,2363314.2
2264,19911,8,1,1,22,14792,9,4,2016,0,1,5802,6327,623,0,8,1997090.6
87,12757,100,1,0,7,19550,7,8,2020,1,1,6795,9983,738,0,5,1277834.0
2848,73903,34,1,0,35,70056,3,2,2017,0,0,250,2992,718,0,5,7397590.7
8687,26519,100,0,1,59,31377,10,7,1996,1,0,8414,8927,596,0,4,2659980.6
403,99767,27,0,1,79,46530,2,8,2018,1,0,520,7948,495,1,2,9985836.8
9900,24150,37,1,1,57,11350,9,3,2005,1,1,7994,3085,216,1,4,2427187.5
4077,98661,77,0,1,31,51050,10,3,2016,1,0,5662,6316,878,1,5,9870323.6
6835,96595,90,1,1,63,60554,2,9,2002,0,1,2867,7521,252,0,7,9671244.2
6537,76903,36,1,1,29,9927,7,10,1996,0,1,4698,2855,941,0,1,7700543.6
2456,79673,66,0,1,99,43484,3,7,1992,1,1,6484,3203,906,1,4,7981527.2
2751,97452,83,1,1,54,29279,10,1,1992,0,1,9092,321,419,0,7,9751753.2
2214,82284,19,0,1,90,58419,1,4,2015,1,0,3292,7605,850,1,1,8236956.5
1027,58041,71,1,0,29,15169,10,6,2016,0,1,5539,5102,141,1,2,5810358.6
9703,44206,41,1,1,53,75726,2,2,1999,0,1,701,2440,331,1,2,4430871.9
1421,51127,76,0,0,41,86859,9,6,2012,0,0,1888,6393,818,1,6,5116713.2
2436,88545,38,0,1,8,79053,8,4,1993,1,1,5715,4607,586,1,0,8860039.3
4277,96498,10,0,0,10,49175,9,7,2007,0,1,8566,3105,703,0,5,9651440.7
9609,50664,11,1,0,46,42043,3,7,1996,1,0,2863,3373,465,0,4,5075617.6
1278,33135,29,0,0,77,6740,9,3,2014,1,1,5397,1850,745,1,6,3319402.4
6220,32185,27,1,0,12,26136,10,7,2008,0,1,1976,3491,733,1,7,3221329.8
4907,70881,45,1,0,64,44535,7,9,2002,1,1,6846,6439,312,1,5,7092821.2
5064,63669,45,0,0,72,71321,5,9,2001,1,1,5474,1174,828,1,4,6372430.1
1978,77086,55,0,1,92,27478,9,5,1996,1,1,1357,9576,908,0,7,7714958.6
1061,59582,69,1,0,79,17921,8,5,2001,1,0,1016,627,865,0,2,5965453.1
5014,91513,50,0,0,3,20728,8,2,2002,1,1,5906,2070,232,0,10,9152366.2
4535,80352,21,0,1,5,8170,9,1,2019,0,0,8708,53,464,1,3,8039036.9
6993,82678,38,0,1,62,85684,7,3,2017,1,1,7282,3774,364,0,1,8273923.7
9253,10987,48,1,1,93,63363,3,8,1997,1,1,2372,4559,633,0,0,1106231.7
1502,76936,44,0,0,31,73657,8,10,1995,1,1,3776,8728,330,0,4,7696025.5
8568,89178,74,0,0,89,21568,9,8,1997,1,1,4196,5919,530,0,6,8926770.7
9314,34686,70,1,1,45,36301,5,5,2018,0,1,4689,4368,767,0,1,3478751.8
8836,8751,36,0,0,2,27787,1,4,2009,1,1,7193,9095,617,1,9,875876.9
8920,83358,55,1,0,68,72913,10,2,2015,1,0,723,3480,584,1,0,8341911.5
4918,32138,23,1,1,91,85307,5,3,1994,0,0,5589,377,839,1,9,3224251.4
678,7131,88,1,1,20,22245,9,10,2005,1,0,231,7750,120,1,4,719772.5
5076,1115,97,1,1,96,68844,10,6,2014,1,0,1015,6156,517,0,1,129053.4
8064,25813,23,1,0,7,84544,5,4,2018,1,1,5695,1411,202,0,3,2586402.8
7568,81837,30,0,0,12,27437,1,3,2017,1,1,1009,9896,513,0,5,8185059.7
102,53735,49,0,1,92,2423,4,7,2006,0,0,8654,9588,290,1,8,5384554.6
957,52593,7,0,1,24,4624,9,6,1997,1,0,4272,901,643,0,0,5266675.7
8556,23892,26,0,0,14,12324,7,5,2012,1,0,8271,5158,330,0,0,2390553.2
3785,52424,100,0,1,45,30229,10,7,1999,1,1,9561,4354,341,0,10,5252384.9
9630,99372,13,1,1,94,95237,2,7,2008,0,0,3152,2909,212,0,6,9949480.8
7173,78338,51,0,1,65,64999,9,7,2010,1,0,6549,2497,472,1,7,7839471.0
4043,49940,50,0,1,86,98886,3,6,2001,1,0,4074,2440,409,1,2,5005731.1
2648,64079,93,0,0,50,82368,7,8,2019,0,0,7255,2140,388,1,8,6412901.9
6000,62655,32,0,0,76,62786,2,6,1997,1,0,9858,2676,176,1,9,6270255.7
7927,40006,89,1,1,29,19864,4,2,2006,0,0,7358,4689,813,1,4,4007111.6
2826,95096,68,0,0,83,32805,2,5,2009,1,1,7667,37,801,1,0,9515861.9
4094,47691,77,1,0,48,94990,6,8,2015,1,0,8618,6137,581,1,9,4776385.5
7774,54045,35,1,1,60,36664,2,7,2015,1,0,8776,9308,181,1,9,5415620.5
9258,51040,60,0,0,38,41889,8,4,2016,1,0,2295,1439,437,1,6,5107385.6
8113,52378,58,1,0,25,35131,9,1,2019,1,0,824,5696,724,1,7,5243913.9
4772,86277,15,0,1,5,19137,4,9,1995,0,1,5268,1653,142,0,0,8629655.5
1947,1054,53,1,0,9,46200,2,7,2008,0,1,9222,8858,516,1,2,108029.8
6109,18848,89,0,0,36,85574,5,8,2013,1,1,7949,6175,892,1,1,1887019.3
2299,28911,58,1,1,55,91758,8,8,1991,0,1,1565,5281,953,0,0,2902639.1
7844,61263,53,0,0,43,55902,2,5,1994,1,1,9808,7951,236,0,2,6128289.4
4382,64807,70,1,1,93,61580,1,8,2020,1,0,2851,827,333,0,7,6489616.0
5425,6481,86,1,1,60,13724,10,10,2017,1,1,3579,325,517,1,9,660339.7
6771,72449,56,0,1,48,87561,2,6,2003,0,1,1566,8038,937,1,7,7252083.3
8578,299,38,1,0,37,76474,10,4,2021,0,1,2024,8877,582,1,2,37033.1
4291,58617,32,1,1,24,9075,6,5,1993,0,1,1706,8687,125,1,5,5868891.3
528,68084,35,0,0,8,40586,7,3,2009,0,1,9896,7245,158,0,9,6809686.9
1233,35714,84,1,0,52,7831,7,9,1993,0,1,8094,7354,240,1,3,3578983.3
779,91651,97,1,0,95,28499,9,8,2016,1,0,9071,9895,175,1,9,9172889.6
5859,47177,80,1,1,25,44490,8,4,2002,0,1,1157,4021,910,0,10,4726802.2
3059,68744,89,1,1,77,71205,6,5,2013,0,0,1008,1368,146,1,3,6883722.3
8587,10288,94,0,1,44,3722,4,9,2016,1,1,5733,9399,264,0,7,1031927.6
1860,32282,48,0,0,97,72866,4,6,2003,1,1,672,2704,532,1,3,3234723.3
8438,14878,39,0,1,18,56764,5,10,2012,1,1,436,6690,650,0,4,1491712.2
